"Player"|"Pos"|"Age"|"Tm"|"G"|"MP"|"PER"|"TS_perc"|"X3PAr"|"FTr"|"ORB_perc"|"DRB_perc"|"TRB_perc"|"AST_perc"|"STL_perc"|"BLK_perc"|"TOV_perc"|"USG_perc"|"OWS"|"DWS"|"WS"|"WS_48"|"OBPM"|"DBPM"|"BPM"|"VORP"
"Arron Afflalo"|"SG"|29|"TOT"|78|2502|10.7|0.533|0.377|0.224|1.1|9.7|5.3|8.2|0.8|0.2|10.7|19|1.6|1|2.6|0.05|-0.5|-1.3|-1.8|0.1
"Lou Amundson"|"PF"|32|"TOT"|53|937|11.8|0.442|0.004|0.341|11.3|22|16.5|12.2|1.2|4.6|17.5|17.4|-0.6|0.9|0.3|0.017|-4|2|-2|0
"D.J. Augustin"|"PG"|27|"TOT"|82|1964|13.9|0.527|0.38|0.317|1.1|7.9|4.4|28.2|1.3|0.1|16.4|19.8|2.5|0.9|3.4|0.083|0.2|-2.7|-2.5|-0.3
"Will Barton"|"SG"|24|"TOT"|58|983|13.6|0.503|0.241|0.266|2.8|15.3|8.9|13|2.5|1.5|13.4|20.2|0.2|1.1|1.3|0.063|-1.7|1.1|-0.6|0.3
"Tarik Black"|"C"|23|"TOT"|63|1196|14.7|0.583|0.004|0.432|12.8|21.4|17|5.6|0.8|1.6|12.9|13.8|2.2|0.9|3.1|0.124|-1|-0.6|-1.6|0.1
"Corey Brewer"|"SF"|28|"TOT"|80|2087|13.9|0.507|0.292|0.281|4.2|11.7|7.9|13.8|2.7|0.7|12.7|21.6|1|2.1|3.1|0.071|-0.8|-0.3|-1.1|0.5
"Reggie Bullock"|"SF"|23|"TOT"|36|338|6.2|0.466|0.657|0.129|0.3|16|8.3|3.2|1.5|0.9|9.8|10.9|-0.2|0.3|0.1|0.019|-3.6|-0.4|-4|-0.2
"Isaiah Canaan"|"PG"|23|"TOT"|47|938|12.4|0.534|0.651|0.159|2.1|8.3|5.1|18.7|1.5|0.3|13.3|21.6|0.8|0.7|1.4|0.072|0.7|-2.9|-2.2|-0.1
"Michael Carter-Williams"|"PG"|23|"TOT"|66|2149|14.1|0.461|0.166|0.317|3.2|15.3|9|37.3|2.6|1.1|19.5|26.7|-2.1|2.9|0.8|0.017|-1.6|0.9|-0.7|0.7
"Ian Clark"|"SG"|23|"TOT"|30|192|8.8|0.483|0.545|0.164|2.4|7.1|4.8|9.7|2.4|1.2|13.2|16|0|0.2|0.2|0.05|-2|-0.8|-2.8|0
"Norris Cole"|"PG"|26|"TOT"|75|1831|10.9|0.483|0.315|0.145|0.9|9.3|5.1|22.2|1.6|0.7|14.3|17.5|0.4|1|1.4|0.036|-1.5|-1.5|-3|-0.5
"Jae Crowder"|"SF"|24|"TOT"|82|1647|13.9|0.517|0.382|0.259|4.7|14.9|9.7|8.6|2.2|1.2|7.5|17.5|1.9|2|3.9|0.113|-0.1|0.6|0.6|1.1
"Troy Daniels"|"SG"|23|"TOT"|47|397|9.6|0.515|0.715|0.079|2.2|7.2|4.7|9.2|0.8|0.2|10.5|21.3|0.1|0.1|0.2|0.022|-0.3|-4.6|-4.9|-0.3
"Luigi Datome"|"SF"|27|"TOT"|21|209|15.1|0.587|0.449|0.011|1.5|13.9|7.6|7.6|0.5|2.6|9.1|20.7|0.2|0.2|0.4|0.095|-0.3|-1.8|-2.1|0
"Brandon Davies"|"PF"|23|"TOT"|27|423|10.5|0.463|0.248|0.27|9.4|12.1|10.7|12.4|2.1|1.3|15.9|18.9|-0.2|0.4|0.2|0.028|-3.1|-0.1|-3.2|-0.1
"Austin Daye"|"SF"|26|"TOT"|34|344|8.2|0.449|0.504|0.043|3.4|21|12.4|7.5|1.8|1.1|13.8|22.1|-0.6|0.5|0|-0.001|-4.4|-1|-5.4|-0.3
"Goran Dragic"|"SG-PG"|28|"TOT"|78|2640|17.4|0.577|0.258|0.234|3.5|8.2|5.9|22.8|1.5|0.5|13.5|21.8|5.4|1.4|6.8|0.123|2.5|-1.4|1.1|2.1
"Zoran Dragic"|"SG"|25|"TOT"|16|75|8.2|0.435|0.467|0.167|7.8|4.6|6.2|11.2|1.4|0|13.4|22.9|-0.1|0|-0.1|-0.042|-2.5|-4|-6.5|-0.1
"Tyler Ennis"|"PG"|20|"TOT"|33|411|7.3|0.411|0.299|0.049|1.9|7.7|4.8|27.3|2.2|1|22.2|20.6|-0.8|0.5|-0.3|-0.04|-5.2|-1.5|-6.7|-0.5
"Tim Frazier"|"PG"|24|"TOT"|11|239|8.1|0.406|0.279|0.344|2.6|10.2|6.3|39.4|1.7|0|26.2|17.5|-0.3|0.2|-0.1|-0.017|-4.9|-2.4|-7.3|-0.3
"Kevin Garnett"|"PF"|38|"TOT"|47|952|15.2|0.496|0.023|0.147|5.7|31.1|18.3|13.1|2.5|1.4|12.4|17.8|0.4|1.5|1.9|0.096|-2.6|2.4|-0.2|0.4
"Alonzo Gee"|"SF"|27|"TOT"|54|662|13|0.548|0.188|0.414|5.9|9.5|7.7|5.8|2.7|0.8|13|16.7|0.6|0.6|1.2|0.086|-1.3|0.3|-1|0.2
"JaMychal Green"|"PF"|24|"TOT"|24|164|14.9|0.603|0.128|0.213|13.3|18|15.7|4|1.6|2.4|21.4|18.3|0.1|0.3|0.4|0.119|-2|-0.1|-2.1|0
"Jeff Green"|"SF"|28|"TOT"|78|2454|14.4|0.534|0.302|0.297|2.9|12.1|7.5|8.8|1.1|1.1|9|21.9|2.7|2.4|5.2|0.101|0.1|-0.8|-0.7|0.8
"Jorge Gutierrez"|"PG"|26|"TOT"|20|175|11|0.567|0.073|0.317|3.3|12.9|8.1|19.6|1.8|0|20.4|15.2|0.1|0.2|0.3|0.088|-2.5|-0.6|-3.1|0
"Justin Hamilton"|"C"|24|"TOT"|41|712|14.6|0.551|0.174|0.264|9.3|12.7|11|8.1|2|3.4|11.6|14.2|1|0.5|1.5|0.102|-0.1|0.9|0.7|0.5
"Reggie Jackson"|"PG"|24|"TOT"|77|2268|17.2|0.511|0.242|0.219|2.6|12.9|7.8|34.8|1.4|0.3|14.6|24.6|3.3|1.7|4.9|0.104|1.9|-1.2|0.8|1.6
"Jonas Jerebko"|"PF"|27|"TOT"|75|1230|15|0.549|0.369|0.174|8|17.2|12.5|9|1.9|1.1|9.7|16.2|2|1.4|3.5|0.135|0.5|0.4|0.9|0.9
"Grant Jerrett"|"PF"|21|"TOT"|8|51|1.5|0.303|0.577|0.038|4.4|15.2|9.9|9.6|2.1|3.1|10.2|25.4|-0.2|0.1|-0.1|-0.128|-6.8|-1.5|-8.4|-0.1
"Chris Johnson"|"SF"|24|"TOT"|29|526|10.2|0.515|0.617|0.104|1.7|10.2|5.9|4.6|2.6|1.1|8.5|15|0.2|0.6|0.8|0.074|-1.6|-0.6|-2.2|0
"Enes Kanter"|"C"|22|"TOT"|75|2135|20.3|0.564|0.048|0.252|14.6|20.5|17.6|4.8|0.9|1.1|12.3|24.7|4.3|2.1|6.4|0.145|0.2|-2.3|-2.1|-0.1
"Brandon Knight"|"PG-SG"|23|"TOT"|63|2035|17.1|0.543|0.361|0.251|1.6|12|6.8|27.4|2.3|0.4|16.1|25.9|2|2.5|4.5|0.106|1.7|-0.7|1.1|1.6
"Ricky Ledo"|"SG"|22|"TOT"|17|244|6.3|0.426|0.281|0.229|7.4|9.7|8.5|13|1.3|0.3|19.7|24.8|-0.6|0|-0.6|-0.112|-4.9|-3|-7.9|-0.4
"K.J. McDaniels"|"SG"|21|"TOT"|62|1352|10.6|0.494|0.346|0.306|5|11.4|8|9.3|1.6|4.2|17.6|19.3|-0.9|1.5|0.6|0.02|-3.8|1.1|-2.7|-0.2
"JaVale McGee"|"C"|27|"TOT"|23|256|14.4|0.567|0|0.418|7.3|18.9|12.9|2|0.4|6.1|16.1|18.9|0.1|0.3|0.4|0.071|-5.3|-0.3|-5.6|-0.2
"Andre Miller"|"PG"|38|"TOT"|81|1253|13.3|0.548|0.117|0.266|3.4|10.2|6.9|34.5|1.3|0.4|24.3|15.3|1.4|0.8|2.2|0.084|-1.2|-1.8|-3|-0.3
"Quincy Miller"|"PF"|22|"TOT"|10|119|7.4|0.338|0.474|0.289|3.7|14.9|9.4|9.8|3|3.3|10.5|17.8|-0.2|0.2|-0.1|-0.03|-5|1.3|-3.7|-0.1
"Timofey Mozgov"|"C"|28|"TOT"|81|2045|16.6|0.594|0.011|0.382|11|21.4|16.1|4.3|0.8|3.7|14.9|16.9|3.5|2.2|5.7|0.133|-1.2|0.8|-0.4|0.8
"Toure Murry"|"SG-PG"|25|"TOT"|5|18|1.1|0.51|0|0.4|6.4|0|3.1|8.3|2.8|0|40.5|24.9|-0.1|0|-0.1|-0.171|-10|-1.2|-11.2|0
"Gary Neal"|"SG"|30|"TOT"|54|1193|11.1|0.483|0.326|0.268|1.3|11|6|14.5|1|0.1|10.4|23.8|-0.2|0.8|0.6|0.023|-1.7|-2.6|-4.3|-0.7
"Jameer Nelson"|"PG"|32|"TOT"|63|1407|12.1|0.503|0.512|0.071|2.5|8.9|5.7|27.8|1.7|0.3|17.3|19.5|0.6|0.8|1.4|0.047|0.6|-1.6|-1|0.4
"Steve Novak"|"SF-PF"|31|"TOT"|35|197|8.6|0.554|0.857|0.036|1.1|11.4|6.3|8.6|0|0.8|8.1|14.1|0.2|0.1|0.3|0.075|-0.2|-3.2|-3.4|-0.1
"Adreian Payne"|"PF"|23|"TOT"|32|739|7.7|0.443|0.041|0.209|7.2|18.2|12.5|6.4|1.3|1|15.5|17|-0.7|0.2|-0.5|-0.033|-4.6|-1.3|-5.9|-0.7
"Kendrick Perkins"|"C"|30|"TOT"|68|1148|7|0.467|0.004|0.366|8.7|21.2|15.1|6.3|0.7|2.9|26.5|13.6|-1.2|1.3|0.1|0.006|-5.5|1.3|-4.2|-0.6
"Miles Plumlee"|"C"|26|"TOT"|73|1194|13.4|0.536|0|0.181|10.3|19.3|14.8|4.2|1.7|4.3|15.7|12|0.9|1.7|2.6|0.103|-2.8|2.5|-0.2|0.5
"Quincy Pondexter"|"SF-SG"|26|"TOT"|75|1793|9.9|0.55|0.546|0.215|3.4|9|6.2|7.7|0.6|1|9.4|13.8|2.1|0.8|2.9|0.078|0.5|-1.1|-0.7|0.6
"Dwight Powell"|"PF"|23|"TOT"|29|236|13.8|0.552|0.164|0.493|8.3|14.9|11.6|5.5|1.9|2.1|11.9|17.5|0.3|0.3|0.6|0.122|-1|0.1|-0.9|0.1
"A.J. Price"|"PG"|28|"TOT"|26|324|12|0.451|0.416|0.175|2.1|8.9|5.6|23.5|1.1|0|8.7|22.5|0|0.2|0.3|0.041|-0.7|-3.1|-3.7|-0.1
"Pablo Prigioni"|"PG"|37|"TOT"|67|1197|12.2|0.557|0.728|0.18|2.8|8.6|5.7|21.5|3.4|0.1|20.1|11.6|1.3|1|2.3|0.092|0|-0.5|-0.5|0.5
"Tayshaun Prince"|"SF"|34|"TOT"|58|1397|12|0.504|0.167|0.162|4.1|12.8|8.3|10.3|1.1|0.9|7.5|15|1.3|1.2|2.5|0.086|-1.5|0.1|-1.3|0.2
"Shavlik Randolph"|"PF"|31|"TOT"|21|126|7.2|0.298|0.143|0.343|13.8|19.3|16.5|4.4|2|1.8|6.9|15.1|-0.2|0.2|0|-0.004|-5.8|0|-5.8|-0.1
"Austin Rivers"|"PG-SG"|22|"TOT"|76|1563|10.3|0.481|0.264|0.254|2|8.9|5.5|14.7|1.6|0.7|10.5|17.9|0.5|1|1.5|0.046|-1.7|-1.2|-2.9|-0.4
"Nate Robinson"|"PG"|30|"TOT"|42|591|10.6|0.432|0.439|0.18|3.1|6.2|4.6|25.7|1.7|0.4|9.8|22.5|0|0.2|0.3|0.021|-0.4|-2.8|-3.3|-0.2
"Thomas Robinson"|"PF"|23|"TOT"|54|798|15.3|0.502|0.008|0.408|12.6|28.6|20.5|7.6|2|1.9|16.1|20.2|0|1.4|1.5|0.089|-3.8|1.1|-2.7|-0.1
"Glenn Robinson III"|"SG-SF"|21|"TOT"|35|261|8.5|0.471|0.284|0.358|6.1|10.6|8.3|7|1.2|0.3|12.4|14.9|0|0.1|0.1|0.012|-3.9|-2.4|-6.3|-0.3
"Rajon Rondo"|"PG"|28|"TOT"|68|2018|13.5|0.448|0.133|0.121|3.9|16.4|10.1|39.3|2.3|0.3|23.6|19.5|-0.7|2.3|1.6|0.037|-1.6|1.1|-0.5|0.8
"Ramon Sessions"|"PG"|28|"TOT"|64|1188|11.1|0.49|0.18|0.518|2.3|11.2|6.9|23|1.2|0|17.3|18.7|0.4|0.7|1.1|0.044|-2.3|-1.6|-3.9|-0.6
"Iman Shumpert"|"SG"|24|"TOT"|62|1545|11.4|0.497|0.416|0.136|4.1|12.6|8.3|14.2|2.7|0.8|15.4|17.4|0.1|1.4|1.5|0.047|-0.7|0.3|-0.4|0.6
"Alexey Shved"|"SG"|26|"TOT"|42|767|19.5|0.541|0.415|0.448|3.3|11.7|7.3|25.7|2|0.6|10.7|26.3|1.7|0.5|2.2|0.135|3|-2.6|0.5|0.5
"Kyle Singler"|"SF"|26|"TOT"|80|1743|8.5|0.512|0.54|0.117|2|10.2|6|7.3|1.4|1|10.5|13.2|0.9|1.2|2|0.056|-1.3|-0.3|-1.6|0.2
"Ish Smith"|"PG"|26|"TOT"|55|832|12.3|0.431|0.163|0.155|1.9|11.4|6.5|40.7|2.2|0.6|16.6|24.6|-0.9|0.8|-0.1|-0.006|-2.4|-1.7|-4.1|-0.4
"J.R. Smith"|"SG"|29|"TOT"|70|2080|13.6|0.538|0.564|0.095|1.7|10.4|6|15.6|2.1|0.8|11|19.3|2.2|1.5|3.7|0.085|1.7|-1|0.7|1.4
"Josh Smith"|"PF"|29|"TOT"|83|2300|14.9|0.467|0.231|0.258|7.2|18.3|12.6|20.5|1.9|3.9|15.8|24.8|-1.1|3.4|2.3|0.048|-1.7|2.6|1|1.7
"Russ Smith"|"PG"|23|"TOT"|12|65|5.2|0.488|0.44|0.52|1.8|8.7|5.3|19.4|2.4|0|28.1|30.1|-0.2|0.1|-0.1|-0.094|-5.6|-2.5|-8|-0.1
"Amare Stoudemire"|"PF"|32|"TOT"|59|1245|20.3|0.595|0.008|0.38|9.9|20.5|15.1|6.8|1.2|2.5|12|23.8|2.6|1|3.6|0.138|-0.2|-1.3|-1.4|0.2
"Isaiah Thomas"|"PG"|25|"TOT"|67|1726|20.6|0.579|0.434|0.437|2.1|7.7|4.9|27.2|1.6|0.2|13.1|27.8|5|1.1|6.1|0.169|4.6|-2.8|1.8|1.6
"Lance Thomas"|"PF-SF"|26|"TOT"|62|1490|8|0.456|0.05|0.224|4.8|9.9|7.3|7.4|1.3|0.4|13.2|17|-0.9|0.4|-0.4|-0.014|-4.1|-1.6|-5.7|-1.4
"Marcus Thornton"|"SG"|27|"TOT"|48|721|15|0.514|0.414|0.162|3.4|9.7|6.5|8.2|1.9|0.8|6.8|24.1|0.6|0.7|1.2|0.083|0.1|-2.4|-2.4|-0.1
"Anthony Tolliver"|"PF"|29|"TOT"|76|1432|11.1|0.569|0.738|0.176|3.7|14.5|9|6.3|0.9|0.9|10.8|14.7|1.8|0.9|2.7|0.092|0.5|-1.1|-0.6|0.5
"Dion Waiters"|"SG"|23|"TOT"|80|2208|10.9|0.46|0.26|0.182|2.1|7.4|4.8|11.9|2.1|0.8|10|22.5|-0.6|1.7|1.1|0.025|-2.1|-1.5|-3.6|-0.9
"Elliot Williams"|"SG"|25|"TOT"|13|119|8.7|0.477|0.486|0.108|0|7.7|3.8|15.5|1.8|0|9.4|16.4|0|0.1|0.1|0.039|-1.7|-2.9|-4.6|-0.1
"Mo Williams"|"PG"|32|"TOT"|68|1980|15.4|0.512|0.405|0.217|1.2|8.9|4.9|37.4|1.2|0.6|15.4|25.2|1.6|0.6|2.1|0.052|2.1|-3.5|-1.3|0.3
"Shawne Williams"|"SF"|28|"TOT"|63|1087|10.5|0.537|0.593|0.133|3.9|14|9|6.5|1.2|1.6|8.6|14.9|1.1|0.8|1.9|0.084|-0.2|-0.8|-1|0.3
"Nate Wolters"|"PG"|23|"TOT"|21|247|4.6|0.352|0.123|0.105|3.7|11.9|7.8|12.2|1.7|0.6|17.9|13.3|-0.4|0.2|-0.2|-0.036|-6.1|0|-6.1|-0.3
"Brandan Wright"|"PF"|27|"TOT"|75|1449|20.4|0.66|0.008|0.309|9.6|14.7|12.1|4.4|1.7|5.1|7.6|13.6|4.3|1.8|6.1|0.202|1.2|2.4|3.6|2
"Thaddeus Young"|"PF"|26|"TOT"|76|2434|15.7|0.507|0.119|0.207|5.8|13.5|9.6|12.4|2.6|0.8|10|21.5|1.6|1.4|3.1|0.061|0.2|-0.3|-0.1|1.2
"Quincy Acy"|"PF"|24|"NYK"|68|1287|11.9|0.533|0.181|0.293|6.9|20.5|13.5|8.7|1.1|1.4|13.8|15.5|1|0.7|1.7|0.063|-2.3|-0.8|-3.1|-0.3
"Jordan Adams"|"SG"|20|"MEM"|30|248|12.8|0.489|0.291|0.267|4.2|8.7|6.4|10.1|3.4|2.3|12.7|20.4|0|0.4|0.4|0.073|-1.8|1.2|-0.6|0.1
"Steven Adams"|"C"|21|"OKC"|70|1771|14.1|0.549|0.005|0.514|12.2|19.3|15.8|5.5|1.1|3.8|16.8|14.3|1.9|2.2|4.1|0.111|-1.4|1.8|0.4|1.1
"Jeff Adrien"|"PF"|28|"MIN"|17|215|14.2|0.494|0|0.864|11.9|29.6|20.5|10.5|0.9|3.3|12.9|14.3|0.2|0.2|0.4|0.087|-2.7|0.5|-2.2|0
"Alexis Ajinca"|"C"|26|"NOP"|68|957|19.9|0.595|0|0.301|12.4|25|18.7|8.2|1.2|4|15.6|21.1|1.9|1.2|3.2|0.159|-0.5|0.6|0.2|0.5
"Furkan Aldemir"|"PF"|23|"PHI"|41|540|12|0.517|0.064|0.346|14.9|20.7|17.7|8.3|1.6|2.4|15.9|8.6|0.7|0.7|1.4|0.122|-2.7|2|-0.7|0.2
"Cole Aldrich"|"C"|26|"NYK"|61|976|18.1|0.513|0|0.213|11.6|28.9|20|13.3|2|5.5|15.2|18.3|0.8|1.4|2.2|0.107|-2.2|3.1|0.9|0.7
"LaMarcus Aldridge"|"PF"|29|"POR"|71|2512|22.8|0.528|0.074|0.256|7.7|22.9|15.5|9.2|1|1.9|7.2|30.2|4.9|3.7|8.6|0.165|0.3|0|0.3|1.4
"Lavoy Allen"|"PF"|25|"IND"|63|1070|14.9|0.493|0|0.157|12.8|20.5|16.7|10.9|0.7|3.1|11.1|15.2|1.3|1.6|2.8|0.127|-1.4|2.2|0.8|0.8
"Tony Allen"|"SG"|33|"MEM"|63|1648|14.6|0.528|0.064|0.277|7.2|12.2|9.7|8.1|4.1|1.5|14.4|16.6|0.9|3.2|4.1|0.119|-0.4|3.7|3.3|2.2
"Al-Farouq Aminu"|"SF"|24|"DAL"|74|1366|14.4|0.504|0.347|0.331|9.1|18.4|13.7|6.1|2.6|3.7|11.9|15.2|1.2|2|3.3|0.115|-0.5|2.9|2.4|1.5
"Chris Andersen"|"C"|36|"MIA"|60|1132|16.1|0.622|0.063|0.551|8.2|23.2|15.9|6.1|1.2|4.6|13.5|12.3|2.1|1.5|3.6|0.151|-1.2|2.3|1|0.9
"Alan Anderson"|"SG"|32|"BRK"|74|1744|10.6|0.563|0.477|0.23|2|11.1|6.6|7.2|1.7|0.2|11|14.2|1.7|1.1|2.7|0.075|0|-0.5|-0.5|0.6
"Kyle Anderson"|"SF"|21|"SAS"|33|358|8.2|0.389|0.124|0.157|1.6|20.8|11.4|10.9|2.1|1.5|9.5|13.4|-0.3|0.6|0.3|0.044|-5.2|2.4|-2.7|-0.1
"Ryan Anderson"|"PF"|26|"NOP"|61|1675|15.6|0.524|0.492|0.207|7.3|12.7|10|5.4|1|0.9|7.2|23.4|2.6|0.9|3.5|0.1|2|-3.1|-1.1|0.4
"Giannis Antetokounmpo"|"SG"|20|"MIL"|81|2541|14.8|0.552|0.056|0.445|4.5|19.7|12.2|13.1|1.5|2.8|15.6|19.6|2.2|4|6.2|0.117|-1.7|2.1|0.5|1.6
"Carmelo Anthony"|"SF"|30|"NYK"|40|1428|21.5|0.531|0.222|0.294|5.7|16|10.7|18|1.5|1|8.9|32.2|2.2|0.6|2.9|0.097|3.5|-2.2|1.4|1.2
"Joel Anthony"|"C"|32|"DET"|49|406|14.7|0.607|0|0.355|8.2|17|12.4|1.8|1.5|9.5|14.3|9.1|0.5|0.7|1.2|0.142|-3.4|4.8|1.4|0.3
"Pero Antic"|"PF"|32|"ATL"|63|1037|9.5|0.508|0.584|0.416|6.6|14|10.4|6.9|0.9|1.1|12.3|17.6|0.5|1|1.5|0.07|-1.3|-1.4|-2.7|-0.2
"Trevor Ariza"|"SF"|29|"HOU"|82|2930|12.7|0.539|0.61|0.157|2.9|14.4|8.6|11.1|2.6|0.5|12.7|16.5|2.7|3.9|6.6|0.108|0.6|1.3|1.9|2.9
"Darrell Arthur"|"PF"|26|"DEN"|58|988|11.5|0.466|0.286|0.154|5.6|13.4|9.3|9.3|2.4|2.1|10.3|20|-0.1|0.9|0.9|0.042|-1.8|0.7|-1.1|0.2
"Omer Asik"|"C"|28|"NOP"|76|1982|15.5|0.545|0|0.546|14|28.8|21.4|5.4|0.8|2.1|15.7|14|2.8|2.2|5|0.12|-1.3|0.6|-0.7|0.6
"Jeff Ayres"|"PF"|27|"SAS"|51|383|14.4|0.618|0|0.379|11.2|23.3|17.3|5.5|1.1|1.6|19|16.3|0.6|0.6|1.2|0.147|-2.1|0.4|-1.7|0
"Luke Babbitt"|"SF"|25|"NOP"|63|830|11.1|0.639|0.599|0.099|1.6|13.5|7.6|4.3|1.1|1|11.5|12.4|1.1|0.5|1.6|0.092|0|-1.4|-1.4|0.1
"Cameron Bairstow"|"PF"|24|"CHI"|18|64|2.1|0.309|0|0.357|10.5|3.3|6.8|2.2|1.6|1.1|15.6|13.5|-0.1|0|-0.1|-0.048|-6.7|-1|-7.7|-0.1
"Leandro Barbosa"|"SG"|32|"GSW"|66|982|15.3|0.558|0.29|0.192|2.6|7.2|5|14.9|2|0.6|9.5|20.5|1.6|1.2|2.8|0.137|0.4|-1.2|-0.8|0.3
"J.J. Barea"|"PG"|30|"DAL"|77|1362|15.1|0.502|0.312|0.175|1.8|9|5.4|29.5|1.2|0.1|10.8|21.2|2.1|0.6|2.7|0.096|1|-2.5|-1.5|0.2
"Andrea Bargnani"|"C"|29|"NYK"|29|785|16.6|0.527|0.114|0.296|4.6|14.4|9.3|11.3|0.1|2.9|9.3|26.4|0.8|0.2|0.9|0.058|-1|-2.7|-3.7|-0.3
"Harrison Barnes"|"SF"|22|"GSW"|82|2318|13.4|0.573|0.328|0.229|5.6|15.1|10.5|6.9|1.3|0.6|9|14.9|3.7|3|6.7|0.139|0.5|0.6|1.1|1.8
"Matt Barnes"|"SF"|34|"LAC"|76|2271|11.3|0.574|0.603|0.152|2.6|12.2|7.5|7.2|1.5|1.8|11.6|14.9|2.2|2.1|4.3|0.091|0.9|0.7|1.6|2.1
"Earl Barron"|"C"|33|"PHO"|16|143|5|0.361|0.103|0.308|10.6|10.8|10.7|4.9|1.4|1.1|10.1|15.1|-0.1|0.1|0|-0.011|-5|-0.9|-5.9|-0.1
"Brandon Bass"|"PF"|29|"BOS"|82|1929|16.3|0.557|0.047|0.313|7.8|14.9|11.3|8.6|1.1|1.3|9.6|19.5|3.4|1.9|5.3|0.132|-0.4|-0.1|-0.5|0.7
"Nicolas Batum"|"SF"|26|"POR"|71|2380|13.1|0.516|0.515|0.163|2.8|15.6|9.4|20.5|1.7|1.2|17|14.6|2|3.2|5.2|0.105|0.6|2.6|3.1|3.1
"Jerryd Bayless"|"PG"|26|"MIL"|77|1717|11.1|0.519|0.233|0.266|1.5|12.5|7|21|1.8|0.6|18.8|18.6|0.3|2|2.4|0.066|-2.3|-0.3|-2.6|-0.3
"Aron Baynes"|"C"|28|"SAS"|70|1122|15.9|0.618|0.012|0.318|11.2|20.7|16.1|4.9|0.7|1.5|14.8|17.8|2.3|1.6|3.9|0.166|-0.7|-0.2|-1|0.3
"Kent Bazemore"|"SG"|25|"ATL"|75|1324|9.7|0.52|0.399|0.302|1.9|16.8|9.6|8.6|2|2.1|16.3|15.5|-0.4|1.9|1.6|0.057|-3.1|1.3|-1.8|0.1
"Bradley Beal"|"SG"|21|"WAS"|63|2107|14|0.521|0.304|0.195|3.1|9.6|6.4|15|1.8|0.7|11.7|22.5|1.3|2.4|3.7|0.085|0.5|-0.1|0.5|1.3
"Michael Beasley"|"SF"|26|"MIA"|24|505|10.6|0.474|0.16|0.123|2.9|17.9|10.6|11.5|1.6|2.2|14.2|24.2|-0.6|0.5|-0.1|-0.007|-4.3|-0.4|-4.7|-0.3
"Marco Belinelli"|"SG"|28|"SAS"|62|1388|12.4|0.553|0.489|0.211|2.2|10.5|6.4|10.3|1.1|0.2|10.6|18.8|1.5|1.4|2.9|0.1|0.6|-1.1|-0.5|0.5
"Jerrelle Benimon"|"PF"|23|"UTA"|2|3|4.7|NA|NA|NA|38.7|76.6|57.8|0|0|0|100|15.3|0|0|0|-0.215|-20.3|-6.6|-26.9|0
"Anthony Bennett"|"PF"|21|"MIN"|57|894|11.4|0.458|0.077|0.215|6.5|21.6|13.8|8.7|1.5|1.4|10|17.8|-0.1|0.4|0.3|0.017|-3.6|-1.2|-4.8|-0.6
"Patrick Beverley"|"PG"|26|"HOU"|56|1727|11.3|0.509|0.607|0.113|4.3|10.8|7.6|17.2|1.7|1|12.9|16.1|1.7|1.8|3.5|0.096|0.5|0.3|0.8|1.2
"Sim Bhullar"|"C"|22|"SAC"|3|3|44.3|0.5|0|0|0|36.5|18.9|78.5|0|26.3|0|29.4|0|0|0|0.389|9.4|17.1|26.6|0
"Bismack Biyombo"|"C"|22|"CHO"|64|1243|15.2|0.578|0|0.941|13.7|22.6|18|2|0.7|6.3|16.5|11.6|1.8|2.2|4|0.156|-3.2|2.8|-0.4|0.5
"DeJuan Blair"|"PF"|25|"WAS"|29|180|7.7|0.469|0|0.105|10.3|24.5|17.5|2.6|2|0.4|17.9|18.3|-0.2|0.3|0.1|0.033|-6.4|-1|-7.4|-0.2
"Steve Blake"|"PG"|34|"POR"|81|1529|9.5|0.507|0.67|0.125|1.1|8.3|4.8|26.2|1.4|0.2|23.2|13.2|0.7|1.4|2.1|0.066|-1.2|-0.9|-2.1|0
"Eric Bledsoe"|"PG"|25|"PHO"|81|2800|18.4|0.555|0.26|0.422|2.8|13.9|8.3|27.9|2.3|1.2|18.1|23.7|4.1|2.9|7|0.119|1.7|0.9|2.6|3.3
"Vander Blue"|"SG"|22|"LAL"|2|74|4|0.342|0.333|0.167|2.9|10.9|6.7|16.8|2.1|0|15.7|23|-0.3|0|-0.2|-0.156|-6|-2.5|-8.5|-0.1
"Bojan Bogdanovic"|"SF"|25|"BRK"|78|1854|11.6|0.562|0.444|0.184|3|9.8|6.4|5.8|0.9|0.4|11.1|17.2|1.7|0.7|2.4|0.062|0|-1.9|-1.8|0.1
"Andrew Bogut"|"C"|30|"GSW"|67|1583|15.8|0.565|0|0.118|9.9|26.5|18.5|15.4|1.2|5.3|22.1|13.2|1.9|3.4|5.2|0.159|-1.4|5.5|4.1|2.4
"Matt Bonner"|"PF"|34|"SAS"|72|935|10.1|0.536|0.548|0.161|3.6|10.2|7|7.1|0.5|1|4.3|12.5|1.3|0.9|2.1|0.11|-0.2|-0.7|-0.9|0.3
"Trevor Booker"|"PF"|27|"UTA"|79|1564|15.3|0.536|0.181|0.319|10.3|19|14.7|9|1.5|2.1|14.3|18.1|1.7|1.9|3.6|0.11|-0.6|0.7|0.2|0.9
